Date,Latitude,Longitude,PM2.5,Ozone,AQI,Name
2014-02-22,34.210169,-118.870509,12.0,0.061,56,Thousand Oaks
2014-02-23,34.210169,-118.870509,21.6,0.055,74,Thousand Oaks
2014-02-24,34.210169,-118.870509,20.1,0.059,71,Thousand Oaks
2014-02-25,34.210169,-118.870509,19.7,0.043,71,Thousand Oaks
2014-02-26,34.210169,-118.870509,7.9,0.038,44,Thousand Oaks
2014-02-27,34.210169,-118.870509,5.1,0.041,28,Thousand Oaks
2014-02-28,34.210169,-118.870509,4.5,0.045,25,Thousand Oaks
2014-03-01,34.210169,-118.870509,7.0,0.04,39,Thousand Oaks
2014-03-02,34.210169,-118.870509,6.0,0.038,33,Thousand Oaks
2014-03-03,34.210169,-118.870509,6.3,0.037,35,Thousand Oaks
2014-03-04,34.210169,-118.870509,6.3,0.037,35,Thousand Oaks
2014-03-05,34.210169,-118.870509,12.7,0.039,58,Thousand Oaks
2014-03-06,34.210169,-118.870509,6.4,0.034,36,Thousand Oaks
2014-03-07,34.210169,-118.870509,6.2,0.045,34,Thousand Oaks
2014-03-08,34.210169,-118.870509,2.5,0.047,14,Thousand Oaks
2014-03-09,34.210169,-118.870509,3.0,0.05,17,Thousand Oaks
2014-03-10,34.210169,-118.870509,4.1,0.05,23,Thousand Oaks
2014-03-11,34.210169,-118.870509,4.3,0.047,24,Thousand Oaks
2014-03-12,34.210169,-118.870509,3.6,0.045,20,Thousand Oaks
2014-03-13,34.210169,-118.870509,12.3,0.048,57,Thousand Oaks
2014-03-14,34.210169,-118.870509,9.9,0.044,52,Thousand Oaks
2014-03-15,34.210169,-118.870509,8.7,0.051,48,Thousand Oaks
2014-03-16,34.210169,-118.870509,7.5,0.062,42,Thousand Oaks
2014-03-17,34.210169,-118.870509,9.4,0.047,52,Thousand Oaks
2014-03-18,34.210169,-118.870509,9.4,0.05,52,Thousand Oaks
2014-03-19,34.210169,-118.870509,10.3,0.049,53,Thousand Oaks
2014-03-20,34.210169,-118.870509,11.5,0.054,55,Thousand Oaks
2014-03-21,34.210169,-118.870509,12.6,0.051,58,Thousand Oaks
2014-03-22,34.210169,-118.870509,13.2,0.049,59,Thousand Oaks
2014-03-23,34.210169,-118.870509,13.0,0.05,58,Thousand Oaks
2014-03-24,34.210169,-118.870509,15.3,0.052,63,Thousand Oaks
2014-03-25,34.210169,-118.870509,12.9,0.046,58,Thousand Oaks
2014-03-26,34.210169,-118.870509,4.9,0.044,27,Thousand Oaks
2014-03-27,34.210169,-118.870509,6.1,0.044,34,Thousand Oaks
2014-03-28,34.210169,-118.870509,11.4,0.049,55,Thousand Oaks
2014-03-29,34.210169,-118.870509,10.4,0.049,53,Thousand Oaks
2014-03-30,34.210169,-118.870509,5.6,0.046,31,Thousand Oaks
2014-03-31,34.210169,-118.870509,5.3,0.044,29,Thousand Oaks
2014-04-01,34.210169,-118.870509,3.8,0.048,21,Thousand Oaks
2014-04-02,34.210169,-118.870509,3.5,0.048,19,Thousand Oaks
2014-04-03,34.210169,-118.870509,5.1,0.05,28,Thousand Oaks
2014-04-04,34.210169,-118.870509,4.5,0.049,25,Thousand Oaks
2014-04-05,34.210169,-118.870509,6.1,0.048,34,Thousand Oaks
2014-04-06,34.210169,-118.870509,5.5,0.051,31,Thousand Oaks
2014-04-07,34.210169,-118.870509,4.9,0.056,27,Thousand Oaks
2014-04-08,34.210169,-118.870509,5.9,0.061,33,Thousand Oaks
2014-04-09,34.210169,-118.870509,4.8,0.056,27,Thousand Oaks
2014-04-10,34.210169,-118.870509,6.9,0.045,38,Thousand Oaks
2014-04-11,34.210169,-118.870509,9.6,0.049,52,Thousand Oaks
2014-04-12,34.210169,-118.870509,13.2,0.046,59,Thousand Oaks
2014-04-13,34.210169,-118.870509,10.6,0.046,54,Thousand Oaks
2014-04-14,34.210169,-118.870509,11.2,0.052,55,Thousand Oaks
2014-04-15,34.210169,-118.870509,11.2,0.057,55,Thousand Oaks
2014-04-16,34.210169,-118.870509,22.2,0.058,75,Thousand Oaks
2014-04-17,34.210169,-118.870509,20.4,0.052,72,Thousand Oaks
2014-04-18,34.210169,-118.870509,15.3,0.051,63,Thousand Oaks
2014-04-19,34.210169,-118.870509,13.5,0.054,59,Thousand Oaks
2014-04-20,34.210169,-118.870509,16.0,0.057,64,Thousand Oaks
2014-04-21,34.210169,-118.870509,15.2,0.056,62,Thousand Oaks
2014-04-22,34.210169,-118.870509,12.0,0.051,56,Thousand Oaks
2014-04-23,34.210169,-118.870509,5.5,0.053,31,Thousand Oaks
2014-04-24,34.210169,-118.870509,5.6,0.057,31,Thousand Oaks
2014-04-25,34.210169,-118.870509,10.5,0.051,54,Thousand Oaks
2014-04-26,34.210169,-118.870509,5.3,0.046,29,Thousand Oaks
2014-04-27,34.210169,-118.870509,6.0,0.047,33,Thousand Oaks
2014-04-28,34.210169,-118.870509,5.2,0.06,29,Thousand Oaks
2014-04-29,34.210169,-118.870509,4.2,0.057,23,Thousand Oaks
2014-04-30,34.210169,-118.870509,3.8,0.06,21,Thousand Oaks
2014-05-01,34.210169,-118.870509,3.5,0.062,19,Thousand Oaks
2014-05-02,34.210169,-118.870509,9.7,0.079,52,Thousand Oaks
2014-05-03,34.210169,-118.870509,12.1,0.07,57,Thousand Oaks
2014-05-04,34.210169,-118.870509,11.7,0.053,56,Thousand Oaks
2014-05-05,34.210169,-118.870509,9.9,0.05,52,Thousand Oaks
2014-05-06,34.210169,-118.870509,7.2,0.043,40,Thousand Oaks
2014-05-07,34.210169,-118.870509,10.7,0.043,54,Thousand Oaks
2014-05-08,34.210169,-118.870509,12.1,0.052,57,Thousand Oaks
2014-05-09,34.210169,-118.870509,10.2,0.043,53,Thousand Oaks
2014-05-10,34.210169,-118.870509,11.3,0.05,55,Thousand Oaks
2014-05-11,34.210169,-118.870509,4.4,0.047,24,Thousand Oaks
2014-05-12,34.210169,-118.870509,2.8,0.054,16,Thousand Oaks
2014-05-13,34.210169,-118.870509,4.8,0.054,27,Thousand Oaks
2014-05-14,34.210169,-118.870509,3.7,0.055,21,Thousand Oaks
2014-05-15,34.210169,-118.870509,4.9,0.067,27,Thousand Oaks
2014-05-16,34.210169,-118.870509,11.2,0.081,55,Thousand Oaks
2014-05-17,34.210169,-118.870509,16.0,0.055,64,Thousand Oaks
2014-05-18,34.210169,-118.870509,13.2,0.048,59,Thousand Oaks
2014-05-19,34.210169,-118.870509,12.0,0.044,56,Thousand Oaks
2014-05-20,34.210169,-118.870509,5.5,0.039,31,Thousand Oaks
2014-05-21,34.210169,-118.870509,9.3,0.043,51,Thousand Oaks
2014-05-22,34.210169,-118.870509,9.6,0.042,52,Thousand Oaks
2014-05-23,34.210169,-118.870509,10.3,0.046,53,Thousand Oaks
2014-05-24,34.210169,-118.870509,14.4,0.046,61,Thousand Oaks
2014-05-25,34.210169,-118.870509,13.6,0.048,59,Thousand Oaks
2014-05-26,34.210169,-118.870509,13.4,0.052,59,Thousand Oaks
2014-05-27,34.210169,-118.870509,13.7,0.055,60,Thousand Oaks
2014-05-28,34.210169,-118.870509,18.7,0.057,69,Thousand Oaks
2014-05-29,34.210169,-118.870509,20.0,0.054,71,Thousand Oaks
2014-05-30,34.210169,-118.870509,17.1,0.058,66,Thousand Oaks
2014-05-31,34.210169,-118.870509,17.7,0.054,67,Thousand Oaks
2014-06-01,34.210169,-118.870509,16.2,0.053,64,Thousand Oaks
2014-06-02,34.210169,-118.870509,12.1,0.048,57,Thousand Oaks
2014-06-03,34.210169,-118.870509,10.5,0.051,54,Thousand Oaks
2014-06-04,34.210169,-118.870509,11.0,0.052,55,Thousand Oaks
2014-06-05,34.210169,-118.870509,15.7,0.048,63,Thousand Oaks
2014-06-06,34.210169,-118.870509,15.9,0.045,64,Thousand Oaks
2014-06-07,34.210169,-118.870509,18.5,0.05,69,Thousand Oaks
2014-06-08,34.210169,-118.870509,15.0,0.051,62,Thousand Oaks
2014-06-09,34.210169,-118.870509,11.8,0.053,56,Thousand Oaks
2014-06-10,34.210169,-118.870509,16.0,0.046,64,Thousand Oaks
2014-06-11,34.210169,-118.870509,9.6,0.046,52,Thousand Oaks
2014-06-12,34.210169,-118.870509,12.1,0.046,57,Thousand Oaks
2014-06-13,34.210169,-118.870509,12.8,0.048,58,Thousand Oaks
2014-06-14,34.210169,-118.870509,15.6,0.049,63,Thousand Oaks
2014-06-15,34.210169,-118.870509,18.1,0.047,68,Thousand Oaks
2014-06-16,34.210169,-118.870509,12.9,0.042,58,Thousand Oaks
2014-06-17,34.210169,-118.870509,12.0,0.041,56,Thousand Oaks
2014-06-18,34.210169,-118.870509,15.0,0.05,62,Thousand Oaks
2014-06-19,34.210169,-118.870509,16.8,0.053,65,Thousand Oaks
2014-06-20,34.210169,-118.870509,16.2,0.053,64,Thousand Oaks
2014-06-21,34.210169,-118.870509,18.7,0.052,69,Thousand Oaks
2014-06-22,34.210169,-118.870509,17.2,0.049,66,Thousand Oaks
2014-06-23,34.210169,-118.870509,18.2,0.051,68,Thousand Oaks
2014-06-24,34.210169,-118.870509,17.0,0.049,66,Thousand Oaks
2014-06-25,34.210169,-118.870509,12.7,0.042,58,Thousand Oaks
2014-06-26,34.210169,-118.870509,9.4,0.036,52,Thousand Oaks
2014-06-27,34.210169,-118.870509,9.8,0.041,52,Thousand Oaks
2014-06-28,34.210169,-118.870509,10.7,0.039,54,Thousand Oaks
2014-06-29,34.210169,-118.870509,15.0,0.054,62,Thousand Oaks
2014-06-30,34.210169,-118.870509,15.7,0.044,63,Thousand Oaks
2014-07-01,34.210169,-118.870509,14.5,0.044,61,Thousand Oaks
2014-07-02,34.210169,-118.870509,12.5,0.046,57,Thousand Oaks
2014-07-03,34.210169,-118.870509,14.2,0.057,61,Thousand Oaks
2014-07-04,34.210169,-118.870509,16.3,0.054,64,Thousand Oaks
2014-07-05,34.210169,-118.870509,19.0,0.043,69,Thousand Oaks
2014-07-06,34.210169,-118.870509,8.7,0.032,48,Thousand Oaks
2014-07-07,34.210169,-118.870509,12.6,0.049,58,Thousand Oaks
2014-07-08,34.210169,-118.870509,10.3,0.045,53,Thousand Oaks
2014-07-09,34.210169,-118.870509,12.4,0.046,57,Thousand Oaks
2014-07-10,34.210169,-118.870509,8.7,0.041,48,Thousand Oaks
2014-07-19,34.210169,-118.870509,4.6,0.03,26,Thousand Oaks
2014-07-20,34.210169,-118.870509,3.7,0.032,21,Thousand Oaks
2014-07-21,34.210169,-118.870509,3.1,0.035,17,Thousand Oaks
2014-07-22,34.210169,-118.870509,3.4,0.034,19,Thousand Oaks
2014-07-23,34.210169,-118.870509,5.7,0.038,32,Thousand Oaks
2014-07-24,34.210169,-118.870509,10.0,0.052,53,Thousand Oaks
2014-07-25,34.210169,-118.870509,17.7,0.043,67,Thousand Oaks
2014-07-26,34.210169,-118.870509,14.0,0.046,60,Thousand Oaks
2014-07-27,34.210169,-118.870509,9.0,0.044,50,Thousand Oaks
2014-07-28,34.210169,-118.870509,9.5,0.044,52,Thousand Oaks
2014-07-29,34.210169,-118.870509,9.5,0.05,52,Thousand Oaks
2014-07-30,34.210169,-118.870509,11.7,0.047,56,Thousand Oaks
2014-07-31,34.210169,-118.870509,13.0,0.042,58,Thousand Oaks
2014-08-01,34.210169,-118.870509,13.6,0.052,59,Thousand Oaks
2014-08-02,34.210169,-118.870509,14.1,0.053,60,Thousand Oaks
2014-08-03,34.210169,-118.870509,8.2,0.047,46,Thousand Oaks
2014-08-04,34.210169,-118.870509,10.6,0.045,54,Thousand Oaks
2014-08-05,34.210169,-118.870509,6.5,0.041,36,Thousand Oaks
2014-08-06,34.210169,-118.870509,8.2,0.039,46,Thousand Oaks
2014-08-07,34.210169,-118.870509,9.1,0.044,51,Thousand Oaks
2014-08-08,34.210169,-118.870509,10.3,0.049,53,Thousand Oaks
2014-08-09,34.210169,-118.870509,14.1,0.052,60,Thousand Oaks
2014-08-10,34.210169,-118.870509,14.3,0.051,61,Thousand Oaks
2014-08-11,34.210169,-118.870509,10.0,0.039,53,Thousand Oaks
2014-08-12,34.210169,-118.870509,10.0,0.038,53,Thousand Oaks
2014-08-13,34.210169,-118.870509,8.0,0.034,44,Thousand Oaks
2014-08-14,34.210169,-118.870509,10.0,0.047,53,Thousand Oaks
2014-08-15,34.210169,-118.870509,6.4,0.047,36,Thousand Oaks
2014-08-16,34.210169,-118.870509,5.5,0.043,31,Thousand Oaks
2014-08-17,34.210169,-118.870509,6.9,0.042,38,Thousand Oaks
2014-08-18,34.210169,-118.870509,10.5,0.05,54,Thousand Oaks
2014-08-19,34.210169,-118.870509,10.7,0.038,54,Thousand Oaks
2014-08-20,34.210169,-118.870509,8.3,0.046,46,Thousand Oaks
2014-08-21,34.210169,-118.870509,7.5,0.048,42,Thousand Oaks
2014-08-22,34.210169,-118.870509,8.7,0.041,48,Thousand Oaks
2014-08-23,34.210169,-118.870509,10.2,0.042,53,Thousand Oaks
2014-08-24,34.210169,-118.870509,6.9,0.041,38,Thousand Oaks
2014-08-25,34.210169,-118.870509,8.5,0.042,47,Thousand Oaks
2014-08-26,34.210169,-118.870509,10.6,0.048,54,Thousand Oaks
2014-08-27,34.210169,-118.870509,8.0,0.058,44,Thousand Oaks
2014-08-28,34.210169,-118.870509,6.5,0.06,36,Thousand Oaks
2014-08-29,34.210169,-118.870509,10.9,0.06,54,Thousand Oaks
2014-08-30,34.210169,-118.870509,13.5,0.053,59,Thousand Oaks
2014-08-31,34.210169,-118.870509,12.4,0.048,57,Thousand Oaks
2014-09-01,34.210169,-118.870509,16.4,0.054,65,Thousand Oaks
2014-09-02,34.210169,-118.870509,14.7,0.049,61,Thousand Oaks
2014-09-03,34.210169,-118.870509,12.6,0.046,58,Thousand Oaks
2014-09-04,34.210169,-118.870509,10.0,0.045,53,Thousand Oaks
2014-09-05,34.210169,-118.870509,9.9,0.051,52,Thousand Oaks
2014-09-06,34.210169,-118.870509,14.3,0.057,61,Thousand Oaks
2014-09-07,34.210169,-118.870509,10.4,0.051,53,Thousand Oaks
2014-09-08,34.210169,-118.870509,16.2,0.044,64,Thousand Oaks
2014-09-09,34.210169,-118.870509,8.7,0.038,48,Thousand Oaks
2014-09-10,34.210169,-118.870509,8.9,0.049,49,Thousand Oaks
2014-09-11,34.210169,-118.870509,7.8,0.058,43,Thousand Oaks
2014-09-12,34.210169,-118.870509,10.5,0.054,54,Thousand Oaks
2014-09-13,34.210169,-118.870509,12.0,0.066,56,Thousand Oaks
2014-09-14,34.210169,-118.870509,9.3,0.058,51,Thousand Oaks
2014-09-15,34.210169,-118.870509,10.3,0.054,53,Thousand Oaks
2014-09-16,34.210169,-118.870509,9.8,0.054,52,Thousand Oaks
2014-09-17,34.210169,-118.870509,11.0,0.046,55,Thousand Oaks
2014-09-18,34.210169,-118.870509,3.9,0.025,22,Thousand Oaks
2014-09-19,34.210169,-118.870509,6.1,0.037,34,Thousand Oaks
2014-09-20,34.210169,-118.870509,8.5,0.038,47,Thousand Oaks
2014-09-21,34.210169,-118.870509,7.3,0.04,41,Thousand Oaks
2014-09-22,34.210169,-118.870509,7.3,0.045,41,Thousand Oaks
2014-09-23,34.210169,-118.870509,7.9,0.051,44,Thousand Oaks
2014-09-24,34.210169,-118.870509,5.0,0.051,28,Thousand Oaks
2014-09-25,34.210169,-118.870509,2.7,0.038,15,Thousand Oaks
2014-09-26,34.210169,-118.870509,6.2,0.039,34,Thousand Oaks
2014-09-27,34.210169,-118.870509,9.9,0.042,52,Thousand Oaks
2014-09-28,34.210169,-118.870509,9.0,0.045,50,Thousand Oaks
2014-09-29,34.210169,-118.870509,8.4,0.047,47,Thousand Oaks
2014-09-30,34.210169,-118.870509,6.8,0.057,38,Thousand Oaks
2014-10-01,34.210169,-118.870509,12.4,0.058,57,Thousand Oaks
2014-10-02,34.210169,-118.870509,3.6,0.051,20,Thousand Oaks
2014-10-03,34.210169,-118.870509,3.7,0.063,21,Thousand Oaks
2014-10-04,34.210169,-118.870509,3.1,0.059,17,Thousand Oaks
2014-10-05,34.210169,-118.870509,7.7,0.078,43,Thousand Oaks
2014-10-06,34.210169,-118.870509,10.0,0.072,53,Thousand Oaks
2014-10-07,34.210169,-118.870509,12.1,0.068,57,Thousand Oaks
2014-10-08,34.210169,-118.870509,10.5,0.06,54,Thousand Oaks
2014-10-09,34.210169,-118.870509,14.3,0.053,61,Thousand Oaks
2014-10-10,34.210169,-118.870509,14.7,0.049,61,Thousand Oaks
2014-10-11,34.210169,-118.870509,13.5,0.051,59,Thousand Oaks
2014-10-12,34.210169,-118.870509,13.6,0.051,59,Thousand Oaks
2014-10-13,34.210169,-118.870509,13.7,0.051,60,Thousand Oaks
2014-10-14,34.210169,-118.870509,11.1,0.041,55,Thousand Oaks
2014-10-15,34.210169,-118.870509,6.0,0.034,33,Thousand Oaks
2014-10-16,34.210169,-118.870509,7.6,0.041,42,Thousand Oaks
2014-10-17,34.210169,-118.870509,7.6,0.044,42,Thousand Oaks
2014-10-18,34.210169,-118.870509,6.7,0.053,37,Thousand Oaks
2014-10-19,34.210169,-118.870509,8.2,0.047,46,Thousand Oaks
2014-10-20,34.210169,-118.870509,9.2,0.04,51,Thousand Oaks
2014-10-21,34.210169,-118.870509,7.3,0.046,41,Thousand Oaks
2014-10-22,34.210169,-118.870509,7.5,0.052,42,Thousand Oaks
2014-10-23,34.210169,-118.870509,13.5,0.074,59,Thousand Oaks
2014-10-24,34.210169,-118.870509,12.3,0.068,57,Thousand Oaks
2014-10-25,34.210169,-118.870509,7.1,0.042,39,Thousand Oaks
2014-10-26,34.210169,-118.870509,4.2,0.045,23,Thousand Oaks
2014-10-27,34.210169,-118.870509,5.7,0.048,32,Thousand Oaks
2014-10-28,34.210169,-118.870509,9.9,0.052,52,Thousand Oaks
2014-10-29,34.210169,-118.870509,6.2,0.054,34,Thousand Oaks
2014-10-30,34.210169,-118.870509,8.3,0.046,46,Thousand Oaks
2014-10-31,34.210169,-118.870509,7.2,0.039,40,Thousand Oaks
2014-11-01,34.210169,-118.870509,5.3,0.043,29,Thousand Oaks
2014-11-02,34.210169,-118.870509,4.0,0.042,22,Thousand Oaks
2014-11-03,34.210169,-118.870509,3.4,0.04,19,Thousand Oaks
2014-11-04,34.210169,-118.870509,0.0,0.043,0,Thousand Oaks
2014-11-05,34.210169,-118.870509,0.3,0.041,2,Thousand Oaks
2014-11-06,34.210169,-118.870509,3.0,0.048,17,Thousand Oaks
2014-11-07,34.210169,-118.870509,3.6,0.047,20,Thousand Oaks
2014-11-08,34.210169,-118.870509,6.8,0.049,38,Thousand Oaks
2014-11-09,34.210169,-118.870509,8.8,0.049,49,Thousand Oaks
2014-11-10,34.210169,-118.870509,13.7,0.042,60,Thousand Oaks
2014-11-11,34.210169,-118.870509,7.0,0.04,39,Thousand Oaks
2014-11-12,34.210169,-118.870509,7.2,0.043,40,Thousand Oaks
2014-11-13,34.210169,-118.870509,5.5,0.039,31,Thousand Oaks
2014-11-14,34.210169,-118.870509,7.5,0.032,42,Thousand Oaks
2014-11-15,34.210169,-118.870509,9.3,0.039,51,Thousand Oaks
2014-11-16,34.210169,-118.870509,4.1,0.046,23,Thousand Oaks
2014-11-17,34.210169,-118.870509,0.7,0.041,4,Thousand Oaks
2014-11-18,34.210169,-118.870509,1.0,0.038,6,Thousand Oaks
2014-11-19,34.210169,-118.870509,5.5,0.04,31,Thousand Oaks
2014-11-20,34.210169,-118.870509,4.6,0.036,26,Thousand Oaks
2014-11-21,34.210169,-118.870509,4.7,0.039,26,Thousand Oaks
2014-11-22,34.210169,-118.870509,5.6,0.038,31,Thousand Oaks
2014-11-23,34.210169,-118.870509,3.5,0.041,19,Thousand Oaks
2014-11-24,34.210169,-118.870509,0.6,0.04,3,Thousand Oaks
2014-11-25,34.210169,-118.870509,3.3,0.04,18,Thousand Oaks
2014-11-26,34.210169,-118.870509,5.5,0.035,31,Thousand Oaks
2014-11-27,34.210169,-118.870509,4.8,0.045,27,Thousand Oaks
2014-11-28,34.210169,-118.870509,7.7,0.039,43,Thousand Oaks
2014-11-29,34.210169,-118.870509,10.7,0.051,54,Thousand Oaks
2014-11-30,34.210169,-118.870509,8.3,0.03,46,Thousand Oaks
2014-12-01,34.210169,-118.870509,9.0,0.017,50,Thousand Oaks
2014-12-02,34.210169,-118.870509,2.9,0.022,16,Thousand Oaks
2014-12-03,34.210169,-118.870509,1.2,0.018,7,Thousand Oaks
2014-12-04,34.210169,-118.870509,4.6,0.035,26,Thousand Oaks
2014-12-05,34.210169,-118.870509,7.6,0.023,42,Thousand Oaks
2014-12-06,34.210169,-118.870509,8.3,0.033,46,Thousand Oaks
2014-12-07,34.210169,-118.870509,8.8,0.029,49,Thousand Oaks
2014-12-08,34.210169,-118.870509,6.2,0.037,34,Thousand Oaks
2014-12-09,34.210169,-118.870509,3.5,0.038,19,Thousand Oaks
2014-12-10,34.210169,-118.870509,8.4,0.021,47,Thousand Oaks
2014-12-11,34.210169,-118.870509,13.3,0.041,59,Thousand Oaks
2014-12-12,34.210169,-118.870509,3.3,0.045,18,Thousand Oaks
2014-12-13,34.210169,-118.870509,4.0,0.038,22,Thousand Oaks
2014-12-14,34.210169,-118.870509,10.1,0.035,53,Thousand Oaks
2014-12-15,34.210169,-118.870509,10.5,0.033,54,Thousand Oaks
2014-12-16,34.210169,-118.870509,9.9,0.032,52,Thousand Oaks
2014-12-17,34.210169,-118.870509,7.3,0.037,41,Thousand Oaks
2014-12-18,34.210169,-118.870509,7.2,0.028,40,Thousand Oaks
2014-12-19,34.210169,-118.870509,9.2,0.032,51,Thousand Oaks
2014-12-20,34.210169,-118.870509,9.0,0.029,50,Thousand Oaks
2014-12-21,34.210169,-118.870509,5.8,0.026,32,Thousand Oaks
2014-12-22,34.210169,-118.870509,1.7,0.027,9,Thousand Oaks
2014-12-23,34.210169,-118.870509,0.4,0.033,2,Thousand Oaks
2014-12-24,34.210169,-118.870509,5.2,0.035,29,Thousand Oaks
2014-12-25,34.210169,-118.870509,1.5,0.037,8,Thousand Oaks
2014-12-26,34.210169,-118.870509,1.8,0.036,10,Thousand Oaks
2014-12-27,34.210169,-118.870509,5.4,0.038,30,Thousand Oaks
2014-12-28,34.210169,-118.870509,7.8,0.038,43,Thousand Oaks
2014-12-29,34.210169,-118.870509,12.2,0.035,57,Thousand Oaks
2014-12-30,34.210169,-118.870509,9.9,0.039,52,Thousand Oaks
2015-01-01,34.210169,-118.870509,16.1,0.036,64,Thousand Oaks
2015-01-02,34.210169,-118.870509,10.8,0.041,54,Thousand Oaks
2015-01-03,34.210169,-118.870509,14.9,0.041,62,Thousand Oaks
2015-01-04,34.210169,-118.870509,13.1,0.038,58,Thousand Oaks
2015-01-05,34.210169,-118.870509,0.8,0.037,4,Thousand Oaks
2015-01-06,34.210169,-118.870509,-0.4,0.034,0,Thousand Oaks
2015-01-07,34.210169,-118.870509,1.3,0.03,7,Thousand Oaks
2015-01-08,34.210169,-118.870509,6.3,0.022,35,Thousand Oaks
2015-01-09,34.210169,-118.870509,16.6,0.032,65,Thousand Oaks
2015-01-10,34.210169,-118.870509,27.2,0.017,85,Thousand Oaks
2015-01-11,34.210169,-118.870509,6.3,0.031,35,Thousand Oaks
2015-01-12,34.210169,-118.870509,9.7,0.028,52,Thousand Oaks
2015-01-13,34.210169,-118.870509,4.3,0.038,24,Thousand Oaks
2015-01-14,34.210169,-118.870509,1.4,0.035,8,Thousand Oaks
2015-01-15,34.210169,-118.870509,2.0,0.036,11,Thousand Oaks
2015-01-16,34.210169,-118.870509,3.1,0.034,17,Thousand Oaks
2015-01-17,34.210169,-118.870509,6.6,0.038,37,Thousand Oaks
2015-01-18,34.210169,-118.870509,7.5,0.034,42,Thousand Oaks
2015-01-19,34.210169,-118.870509,7.2,0.035,40,Thousand Oaks
2015-01-20,34.210169,-118.870509,16.0,0.031,64,Thousand Oaks
2015-01-21,34.210169,-118.870509,5.7,0.035,32,Thousand Oaks
2015-01-22,34.210169,-118.870509,0.1,0.038,1,Thousand Oaks
2015-01-28,34.210169,-118.870509,2.9,0.035,16,Thousand Oaks
2015-01-30,34.210169,-118.870509,6.1,0.034,34,Thousand Oaks
2015-01-31,34.210169,-118.870509,11.5,0.037,55,Thousand Oaks
2015-02-01,34.210169,-118.870509,9.0,0.037,50,Thousand Oaks
2015-02-02,34.210169,-118.870509,7.7,0.044,43,Thousand Oaks
2015-02-03,34.210169,-118.870509,12.4,0.041,57,Thousand Oaks
2015-02-04,34.210169,-118.870509,21.3,0.046,74,Thousand Oaks
2015-02-05,34.210169,-118.870509,32.2,0.056,94,Thousand Oaks
2015-02-06,34.210169,-118.870509,20.6,0.042,72,Thousand Oaks
2015-02-07,34.210169,-118.870509,15.0,0.022,62,Thousand Oaks
2015-02-08,34.210169,-118.870509,7.3,0.025,41,Thousand Oaks
2015-02-09,34.210169,-118.870509,5.0,0.032,28,Thousand Oaks
2015-02-10,34.210169,-118.870509,2.6,0.04,14,Thousand Oaks
2015-02-11,34.210169,-118.870509,-0.7,0.043,0,Thousand Oaks
2015-02-12,34.210169,-118.870509,0.1,0.045,1,Thousand Oaks
2015-02-13,34.210169,-118.870509,1.7,0.051,9,Thousand Oaks
2015-02-14,34.210169,-118.870509,3.7,0.055,21,Thousand Oaks
2015-02-15,34.210169,-118.870509,8.0,0.058,44,Thousand Oaks
2015-02-16,34.210169,-118.870509,15.1,0.052,62,Thousand Oaks
2015-02-17,34.210169,-118.870509,25.0,0.054,81,Thousand Oaks
2015-02-18,34.210169,-118.870509,22.1,0.051,75,Thousand Oaks
2015-02-19,34.210169,-118.870509,21.7,0.055,74,Thousand Oaks
2015-02-20,34.210169,-118.870509,26.8,0.06,84,Thousand Oaks
2015-02-21,34.210169,-118.870509,16.9,0.047,66,Thousand Oaks
2015-02-22,34.210169,-118.870509,8.0,0.038,44,Thousand Oaks
2015-02-23,34.210169,-118.870509,6.4,0.034,36,Thousand Oaks
2015-02-24,34.210169,-118.870509,4.3,0.04,24,Thousand Oaks
2015-02-25,34.210169,-118.870509,6.3,0.042,35,Thousand Oaks
2015-02-26,34.210169,-118.870509,10.6,0.05,54,Thousand Oaks
2015-02-27,34.210169,-118.870509,8.8,0.038,49,Thousand Oaks
2015-02-28,34.210169,-118.870509,4.2,0.041,23,Thousand Oaks
2015-03-01,34.210169,-118.870509,4.2,0.039,23,Thousand Oaks
2015-03-02,34.210169,-118.870509,3.1,0.042,17,Thousand Oaks
2015-03-03,34.210169,-118.870509,4.5,0.041,25,Thousand Oaks
2015-03-04,34.210169,-118.870509,4.4,0.046,24,Thousand Oaks
2015-03-05,34.210169,-118.870509,3.6,0.046,20,Thousand Oaks
2015-03-06,34.210169,-118.870509,0.2,0.046,1,Thousand Oaks
2015-03-07,34.210169,-118.870509,4.5,0.05,25,Thousand Oaks
2015-03-08,34.210169,-118.870509,8.6,0.047,48,Thousand Oaks
2015-03-09,34.210169,-118.870509,16.5,0.056,65,Thousand Oaks
2015-03-10,34.210169,-118.870509,14.8,0.054,62,Thousand Oaks
2015-03-11,34.210169,-118.870509,14.8,0.029,62,Thousand Oaks
2015-03-12,34.210169,-118.870509,5.8,0.048,32,Thousand Oaks
2015-03-13,34.210169,-118.870509,1.2,0.045,7,Thousand Oaks
2015-03-14,34.210169,-118.870509,2.6,0.055,14,Thousand Oaks
2015-03-15,34.210169,-118.870509,4.7,0.059,26,Thousand Oaks
2015-03-16,34.210169,-118.870509,6.2,0.069,34,Thousand Oaks
2015-03-17,34.210169,-118.870509,10.4,0.059,53,Thousand Oaks
2015-03-18,34.210169,-118.870509,15.5,0.056,63,Thousand Oaks
2015-03-19,34.210169,-118.870509,16.0,0.054,64,Thousand Oaks
2015-03-20,34.210169,-118.870509,21.5,0.06,74,Thousand Oaks
